Date,Open,High,Low,Close,Volume,Market Cap
"Sep 22, 2017",0.56578,0.602579,0.54687,0.561949,"125,118","23,070,800"
"Sep 21, 2017",0.637724,0.639339,0.557024,0.568891,"334,093","25,989,100"
"Sep 20, 2017",0.641499,0.676589,0.612809,0.641984,"287,567","26,140,900"
"Sep 19, 2017",0.665201,0.678373,0.632889,0.645111,"260,436","27,105,400"
"Sep 18, 2017",0.681644,0.746394,0.64636,0.664019,"475,418","27,772,900"
"Sep 17, 2017",0.785279,0.792771,0.673522,0.674043,"1,007,790","31,992,000"
"Sep 16, 2017",0.554535,0.82543,0.463226,0.788043,"1,698,880","22,589,200"
"Sep 15, 2017",0.455225,0.580569,0.337512,0.556243,"695,952","18,540,100"
"Sep 14, 2017",0.774664,0.78481,0.455018,0.45872,"618,250","31,544,800"
"Sep 13, 2017",0.778822,0.889894,0.722681,0.775586,"719,922","31,708,900"
"Sep 12, 2017",0.753289,0.841471,0.738158,0.781306,"595,823","30,663,100"
"Sep 11, 2017",0.730663,0.787777,0.713806,0.755877,"295,854","29,737,100"
"Sep 10, 2017",0.807383,0.807383,0.697667,0.733691,"263,444","32,854,600"
"Sep 09, 2017",0.816151,0.83046,0.732321,0.814464,"587,810","33,206,800"
"Sep 08, 2017",1.07,1.07,0.755624,0.795924,"560,709","43,607,900"
"Sep 07, 2017",1.12,1.12,0.941366,1.05,"436,240","45,556,800"
"Sep 06, 2017",1.02,1.15,1,1.12,"556,284","41,560,100"
"Sep 05, 2017",1.01,1.07,0.864871,1.02,"555,011","41,201,700"
"Sep 04, 2017",1.15,1.19,0.977478,1.01,"803,737","46,651,100"
"Sep 03, 2017",1.15,1.21,1.08,1.15,"242,568","46,645,800"
"Sep 02, 2017",1.22,1.29,1.1,1.18,"369,948","49,707,300"
"Sep 01, 2017",1.25,1.29,1.12,1.27,"261,574","50,809,800"
"Aug 31, 2017",1.21,1.26,1.2,1.23,"192,166","49,307,700"
"Aug 30, 2017",1.27,1.27,1.19,1.21,"392,562","51,382,500"
"Aug 29, 2017",1.21,1.28,1.2,1.26,"394,387","49,256,400"
"Aug 28, 2017",1.21,1.35,1.14,1.22,"687,161","49,068,600"
"Aug 27, 2017",1.31,1.33,1.19,1.21,"279,597","53,216,600"
"Aug 26, 2017",1.32,1.44,1.29,1.31,"564,841","53,474,400"
"Aug 25, 2017",1.16,1.87,1.13,1.34,"2,685,200","47,274,300"
"Aug 24, 2017",1.1,1.18,1.07,1.16,"245,582","44,595,800"
"Aug 23, 2017",1.12,1.17,1.09,1.09,"455,546","45,625,500"
"Aug 22, 2017",1.17,1.19,0.987189,1.13,"964,351","47,339,000"
"Aug 21, 2017",1.68,1.68,1.16,1.16,"1,416,880","68,270,200"
"Aug 20, 2017",0.868226,1.66,0.820038,1.65,"2,052,930","35,226,800"
"Aug 19, 2017",0.852844,0.891953,0.822976,0.855223,"215,694","34,600,900"
"Aug 18, 2017",0.923483,0.978441,0.830175,0.857523,"221,554","37,463,500"
"Aug 17, 2017",0.950558,0.981242,0.90022,0.943887,"158,523","38,557,100"
"Aug 16, 2017",0.970141,1.02,0.921578,0.947309,"286,526","39,346,500"
"Aug 15, 2017",0.932381,1.06,0.813604,0.965799,"323,424","37,807,500"
"Aug 14, 2017",1.01,1.07,0.91412,0.941416,"267,072","40,912,100"
"Aug 13, 2017",1.04,1.15,0.953781,1.04,"209,149","41,961,500"
"Aug 12, 2017",1.07,1.16,1,1.13,"214,748","43,180,800"
"Aug 11, 2017",1.11,1.17,1.03,1.07,"305,150","45,091,400"
"Aug 10, 2017",1.02,1.22,1.01,1.15,"409,286","41,135,900"
"Aug 09, 2017",1.04,1.11,1,1.01,"383,865","42,124,500"
"Aug 08, 2017",1.04,1.12,1.01,1.04,"652,832","41,960,900"
"Aug 07, 2017",1.05,1.09,0.965319,1.02,"422,931","42,583,900"
"Aug 06, 2017",1.1,1.11,0.974766,0.982675,"366,158","44,572,800"
"Aug 05, 2017",1.04,1.13,0.967167,1.08,"462,926","41,904,700"
"Aug 04, 2017",0.946428,1.05,0.918031,1.02,"251,039","38,296,700"
"Aug 03, 2017",0.948454,0.982538,0.92111,0.949206,"156,467","38,376,500"
"Aug 02, 2017",0.88259,1.01,0.865948,0.944992,"228,080","35,708,600"
"Aug 01, 2017",0.827447,0.888619,0.804861,0.881242,"168,497","33,474,800"
"Jul 31, 2017",0.863168,0.885266,0.829437,0.8463,"165,432","34,917,900"
"Jul 30, 2017",0.879582,0.879582,0.824002,0.861769,"141,424","35,580,500"
"Jul 29, 2017",0.927275,0.949989,0.81359,0.867713,"140,330","37,507,600"
"Jul 28, 2017",0.985671,1,0.898889,0.939448,"148,932","39,867,500"
"Jul 27, 2017",0.86373,1.01,0.86373,0.980449,"169,498","34,933,200"
"Jul 26, 2017",0.976339,1,0.803258,0.880444,"176,980","39,469,100"
"Jul 25, 2017",1.08,1.15,0.910752,0.976647,"410,614","43,552,300"
"Jul 24, 2017",1.03,1.14,0.934001,0.987834,"562,608","41,524,000"
"Jul 23, 2017",1.19,1.2,0.96798,0.969684,"726,275","47,901,600"
"Jul 22, 2017",1.09,1.22,1.08,1.18,"261,849","43,932,600"
"Jul 21, 2017",1.07,1.09,1.01,1.09,"283,230","43,043,800"
"Jul 20, 2017",0.979136,1.16,0.893146,1.05,"743,364","39,569,600"
"Jul 19, 2017",0.932156,1.07,0.860062,1.02,"764,344","37,669,800"
"Jul 18, 2017",0.873831,1.01,0.809718,0.931623,"550,735","35,311,600"
"Jul 17, 2017",0.880965,1.02,0.716585,0.924229,"639,959","35,597,000"
"Jul 16, 2017",0.874748,0.989777,0.694009,0.812187,"587,336","35,343,400"
"Jul 15, 2017",0.952112,0.975404,0.780096,0.93033,"662,408","38,460,900"
"Jul 14, 2017",1.06,1.09,0.81768,0.972768,"589,508","42,795,500"
"Jul 13, 2017",0.924088,1.04,0.871274,1.04,"355,047","37,307,800"
"Jul 12, 2017",0.90524,0.983909,0.817798,0.922925,"541,012","36,540,800"
"Jul 11, 2017",1.13,1.15,0.852939,0.904498,"567,328","45,554,700"
"Jul 10, 2017",1.27,1.27,0.939214,1.13,"881,776","51,214,100"
"Jul 09, 2017",1.21,1.36,1.06,1.27,"898,864","48,794,000"
"Jul 08, 2017",1.26,1.31,1.03,1.21,"935,045","50,939,700"
"Jul 07, 2017",1.41,1.41,1.26,1.27,"929,710","56,947,500"
"Jul 06, 2017",1.39,1.48,1.38,1.41,"1,113,610","56,160,100"
"Jul 05, 2017",1.46,1.47,1.36,1.39,"958,337","58,948,300"
"Jul 04, 2017",1.47,1.54,1.45,1.46,"1,086,650","59,163,500"
"Jul 03, 2017",1.34,1.5,1.22,1.47,"1,190,870","54,039,400"
"Jul 02, 2017",1.36,1.37,1.23,1.37,"1,208,680","54,930,900"
"Jul 01, 2017",1.45,1.49,1.25,1.39,"788,954","58,572,700"
"Jun 30, 2017",1.62,1.66,1.44,1.45,"1,040,120","65,229,900"
"Jun 29, 2017",1.68,1.68,1.53,1.63,"1,381,580","67,597,300"
"Jun 28, 2017",1.59,1.68,1.53,1.64,"1,029,990","64,133,000"
"Jun 27, 2017",1.57,1.62,1.35,1.59,"1,864,200","63,217,700"
"Jun 26, 2017",1.84,1.84,1.44,1.57,"2,431,780","73,977,700"
"Jun 25, 2017",1.88,1.95,1.8,1.8,"1,262,330","75,801,400"
"Jun 24, 2017",2.03,2.24,1.8,1.88,"3,193,880","81,628,200"
"Jun 23, 2017",1.92,2.07,1.74,2.03,"2,193,780","77,372,000"
"Jun 22, 2017",1.89,2.01,1.76,1.92,"1,760,550","76,069,500"
"Jun 21, 2017",1.71,2.05,1.61,1.88,"3,161,210","68,691,900"
"Jun 20, 2017",1.64,1.73,1.61,1.7,"1,889,230","65,904,300"
"Jun 19, 2017",1.64,1.74,1.61,1.63,"2,066,560","66,106,200"
"Jun 18, 2017",1.77,1.79,1.57,1.63,"1,908,150","71,399,800"
"Jun 17, 2017",1.63,1.88,1.54,1.83,"3,556,080","65,575,900"
"Jun 16, 2017",1.22,1.6,1.12,1.59,"2,776,590","48,909,200"
"Jun 15, 2017",1.16,1.22,1.09,1.22,"1,153,240","46,533,000"
"Jun 14, 2017",1.22,1.34,1.13,1.16,"1,072,960","49,187,000"
"Jun 13, 2017",1.16,1.3,1.15,1.22,"1,213,530","46,653,200"
"Jun 12, 2017",1.3,1.36,1.11,1.17,"1,903,130","52,460,900"
"Jun 11, 2017",1.13,1.45,1.05,1.31,"2,356,730","45,335,600"
"Jun 10, 2017",1.11,1.16,1.07,1.13,"1,521,010","44,621,700"
"Jun 09, 2017",1.03,1.19,1.02,1.1,"1,263,840","41,531,400"
"Jun 08, 2017",1.03,1.04,0.936558,1.04,"1,139,370","41,501,300"
"Jun 07, 2017",1.07,1.08,1.02,1.03,"880,911","42,808,400"
"Jun 06, 2017",1.11,1.13,0.974824,1.06,"1,040,620","44,466,100"
"Jun 05, 2017",0.99207,1.12,0.99079,1.1,"985,586","39,860,100"
"Jun 04, 2017",0.954325,0.994378,0.845245,0.991626,"708,251","38,337,000"
"Jun 03, 2017",0.8949,0.962143,0.829098,0.956409,"858,587","35,940,300"
"Jun 02, 2017",0.898215,0.928295,0.832405,0.888123,"952,578","36,069,600"
"Jun 01, 2017",0.82601,0.916291,0.812136,0.898333,"826,118","33,168,100"
"May 31, 2017",0.766976,0.875823,0.701278,0.827817,"824,452","30,785,500"
"May 30, 2017",0.863629,0.922868,0.755744,0.764661,"822,787","34,663,700"
"May 29, 2017",0.801189,0.878161,0.727835,0.862209,"980,824","32,155,300"
"May 28, 2017",0.792385,0.837451,0.724318,0.798873,"1,036,590","31,800,400"
"May 27, 2017",0.823127,0.836664,0.5239,0.789888,"1,477,370","33,031,400"
"May 26, 2017",0.946898,1.09,0.790547,0.814313,"991,188","37,994,500"
