Date,Open,High,Low,Close,Volume,Market Cap
"Jun 12, 2016",0.004192,0.004684,0.004027,0.00433,259,"249,869"
"Jun 11, 2016",0.004075,0.004208,0.003822,0.004195,62,"242,849"
"Jun 10, 2016",0.004341,0.004357,0.003809,0.004075,238,"258,728"
"Jun 09, 2016",0.004231,0.004703,0.004206,0.004341,35,"252,144"
"Jun 08, 2016",0.004234,0.004454,0.004191,0.004232,242,"252,329"
"Jun 07, 2016",0.004392,0.004427,0.004192,0.004233,107,"261,733"
"Jun 06, 2016",0.003732,0.004495,0.003728,0.004391,249,"222,441"
"Jun 05, 2016",0.004467,0.004652,0.00357,0.003735,333,"266,260"
"Jun 04, 2016",0.004953,0.005026,0.004308,0.00447,272,"295,168"
"Jun 03, 2016",0.004836,0.005019,0.004663,0.004952,192,"288,233"
"Jun 02, 2016",0.004814,0.004907,0.00475,0.004837,136,"286,903"
"Jun 01, 2016",0.004746,0.00484,0.004695,0.004824,74,"282,876"
"May 31, 2016",0.005075,0.006279,0.004609,0.004811,"1,629","302,441"
"May 30, 2016",0.004886,0.005642,0.004579,0.005082,354,"291,174"
"May 29, 2016",0.005226,0.005325,0.004509,0.004879,628,"311,490"
"May 28, 2016",0.003857,0.005262,0.003848,0.005232,"1,293","229,855"
"May 27, 2016",0.003884,0.004247,0.003859,0.003859,264,"231,487"
"May 26, 2016",0.004355,0.004356,0.003777,0.003884,718,"259,571"
"May 25, 2016",0.004724,0.004762,0.004105,0.004355,293,"281,547"
"May 24, 2016",0.005139,0.005436,0.004507,0.004725,734,"306,261"
"May 23, 2016",0.005048,0.00514,0.004844,0.00514,229,"300,847"
"May 22, 2016",0.005288,0.005455,0.004757,0.005049,233,"315,179"
"May 21, 2016",0.003959,0.005299,0.003768,0.005289,954,"235,931"
"May 20, 2016",0.004327,0.004929,0.003728,0.003957,659,"257,908"
"May 19, 2016",0.004343,0.004732,0.003739,0.004336,634,"258,864"
"May 18, 2016",0.00456,0.00456,0.003818,0.004344,"1,079","271,748"
"May 17, 2016",0.004442,0.004738,0.004439,0.00456,180,"264,750"
"May 16, 2016",0.004591,0.004744,0.004442,0.004444,241,"273,607"
"May 15, 2016",0.004589,0.004675,0.004494,0.004592,62,"273,499"
"May 14, 2016",0.004739,0.005094,0.004245,0.004589,888,"282,464"
"May 13, 2016",0.004552,0.004741,0.004465,0.004739,118,"271,307"
"May 12, 2016",0.004573,0.004618,0.004405,0.004552,102,"272,539"
"May 11, 2016",0.004529,0.004658,0.004529,0.004572,80,"269,941"
"May 10, 2016",0.00452,0.004769,0.004427,0.004527,65,"269,409"
"May 09, 2016",0.004875,0.005012,0.004511,0.00452,285,"290,539"
"May 08, 2016",0.004664,0.005243,0.004655,0.004875,249,"277,944"
"May 07, 2016",0.004909,0.005016,0.004619,0.004662,223,"292,558"
"May 06, 2016",0.004739,0.005234,0.004451,0.00491,669,"282,424"
"May 05, 2016",0.004601,0.004911,0.004531,0.004739,197,"274,219"
"May 04, 2016",0.004634,0.004972,0.004059,0.004601,609,"276,199"
"May 03, 2016",0.004624,0.004751,0.004462,0.004634,130,"275,567"
"May 02, 2016",0.004877,0.004899,0.003992,0.004623,832,"290,693"
"May 01, 2016",0.00457,0.005292,0.00457,0.004875,134,"272,373"
"Apr 30, 2016",0.004403,0.005023,0.004251,0.004569,"1,791","262,423"
"Apr 29, 2016",0.004581,0.00459,0.004196,0.004404,152,"273,047"
"Apr 28, 2016",0.004585,0.004953,0.004321,0.004582,73,"273,262"
"Apr 27, 2016",0.004281,0.00469,0.004018,0.004579,175,"255,130"
"Apr 26, 2016",0.00462,0.004658,0.004182,0.004282,92,"275,325"
"Apr 25, 2016",0.00511,0.005118,0.004628,0.004628,"1,107","304,549"
"Apr 24, 2016",0.004786,0.005342,0.004786,0.005111,371,"285,230"
"Apr 23, 2016",0.004563,0.004835,0.004563,0.004784,308,"271,961"
"Apr 22, 2016",0.005105,0.005108,0.004561,0.004562,195,"304,241"
"Apr 21, 2016",0.00525,0.005352,0.004745,0.005103,"1,497","312,909"
"Apr 20, 2016",0.005385,0.005399,0.004757,0.00525,509,"320,946"
"Apr 19, 2016",0.00544,0.005517,0.004993,0.005386,879,"324,222"
"Apr 18, 2016",0.005541,0.005807,0.005165,0.005439,67,"330,262"
"Apr 17, 2016",0.005579,0.005971,0.00529,0.00554,"1,647","332,504"
"Apr 16, 2016",0.006024,0.006269,0.005553,0.005577,"1,754","359,013"
"Apr 15, 2016",0.006693,0.006828,0.005537,0.006175,"2,930","398,915"
"Apr 14, 2016",0.004851,0.007673,0.004851,0.006235,"15,628","289,105"
"Apr 13, 2016",0.004535,0.005304,0.004535,0.004851,794,"270,268"
"Apr 12, 2016",0.005455,0.005483,0.004528,0.004536,563,"325,092"
"Apr 11, 2016",0.005192,0.005527,0.004915,0.005453,614,"309,468"
"Apr 10, 2016",0.005642,0.006164,0.004864,0.005192,"3,892","336,274"
"Apr 09, 2016",0.0046,0.006586,0.004407,0.005641,"6,125","274,140"
"Apr 08, 2016",0.004227,0.004808,0.00422,0.004599,390,"251,934"
"Apr 07, 2016",0.004332,0.004334,0.00413,0.004226,477,"258,168"
"Apr 06, 2016",0.004578,0.004904,0.004118,0.00433,"1,055","272,843"
"Apr 05, 2016",0.004867,0.00504,0.004366,0.004578,364,"290,097"
"Apr 04, 2016",0.004941,0.005002,0.004401,0.004871,354,"294,495"
"Apr 03, 2016",0.005294,0.00539,0.004279,0.004941,"2,759","315,535"
"Apr 02, 2016",0.004178,0.006116,0.004108,0.005294,"4,306","248,981"
"Apr 01, 2016",0.004495,0.004495,0.003881,0.004156,"1,199","267,901"
"Mar 31, 2016",0.003642,0.004393,0.003581,0.004393,650,"217,044"
"Mar 30, 2016",0.004073,0.004076,0.003491,0.003642,196,"242,746"
"Mar 29, 2016",0.00364,0.004151,0.003604,0.004072,425,"216,934"
"Mar 28, 2016",0.003648,0.003768,0.003539,0.003639,176,"217,416"
"Mar 27, 2016",0.004232,0.004965,0.003475,0.003648,"1,976","252,221"
"Mar 26, 2016",0.004047,0.004963,0.004047,0.004231,"2,944","241,171"
"Mar 25, 2016",0.003789,0.004562,0.003674,0.004016,"2,722","225,811"
"Mar 24, 2016",0.0033,0.004138,0.0033,0.003789,"1,121","196,675"
"Mar 23, 2016",0.003682,0.003685,0.002943,0.003304,269,"219,459"
"Mar 22, 2016",0.003645,0.004418,0.002995,0.003683,441,"217,262"
"Mar 21, 2016",0.003821,0.003827,0.002933,0.003513,188,"227,757"
"Mar 20, 2016",0.002945,0.005792,0.002578,0.003824,"1,745","175,541"
"Mar 19, 2016",0.002427,0.00306,0.002233,0.002945,290,"144,657"
"Mar 18, 2016",0.002665,0.002865,0.002386,0.002428,210,"158,834"
"Mar 17, 2016",0.002551,0.002665,0.002494,0.002665,91,"152,023"
"Mar 16, 2016",0.002462,0.002553,0.002443,0.002551,32,"146,746"
"Mar 15, 2016",0.002332,0.002461,0.002309,0.002364,64,"138,985"
"Mar 14, 2016",0.002323,0.002392,0.002288,0.002332,213,"138,453"
"Mar 13, 2016",0.002417,0.002454,0.002321,0.002323,116,"144,060"
"Mar 12, 2016",0.002652,0.002662,0.001914,0.002418,408,"158,079"
"Mar 11, 2016",0.00283,0.002955,0.002649,0.002652,123,"168,654"
"Mar 10, 2016",0.002261,0.00283,0.002252,0.00283,312,"134,726"
"Mar 09, 2016",0.002452,0.002524,0.002135,0.00226,267,"146,143"
"Mar 08, 2016",0.002382,0.002762,0.002257,0.002453,322,"141,977"
"Mar 07, 2016",0.002112,0.002391,0.002085,0.002383,5,"125,876"
"Mar 06, 2016",0.002337,0.002409,0.002112,0.002112,56,"139,302"
"Mar 05, 2016",0.001913,0.002356,0.001899,0.002339,85,"114,019"
"Mar 04, 2016",0.002056,0.002223,0.001913,0.001915,103,"122,541"
"Mar 03, 2016",0.002118,0.002167,0.002053,0.002055,42,"126,240"
"Mar 02, 2016",0.002014,0.002181,0.001906,0.002127,270,"120,008"
"Mar 01, 2016",0.002077,0.002188,0.002001,0.002013,204,"123,780"
"Feb 29, 2016",0.00222,0.002278,0.001973,0.002079,273,"132,282"
"Feb 28, 2016",0.002176,0.002228,0.002124,0.00222,423,"129,689"
"Feb 27, 2016",0.002322,0.002333,0.002175,0.002176,20,"138,379"
"Feb 26, 2016",0.002299,0.00236,0.002283,0.002316,42,"137,018"
"Feb 25, 2016",0.002155,0.00259,0.002155,0.002299,136,"128,409"
"Feb 24, 2016",0.002106,0.002236,0.002071,0.002155,28,"125,490"
"Feb 23, 2016",0.002446,0.002492,0.002097,0.002104,242,"145,768"
"Feb 22, 2016",0.002235,0.002464,0.002218,0.002442,12,"133,225"
"Feb 21, 2016",0.00257,0.002733,0.002233,0.002235,678,"153,173"
"Feb 20, 2016",0.003933,0.004419,0.001798,0.002577,896,"234,399"
"Feb 19, 2016",0.002736,0.003933,0.002714,0.003933,14,"163,052"
"Feb 18, 2016",0.002532,0.003144,0.002528,0.002735,66,"150,916"
"Feb 17, 2016",0.003075,0.003144,0.002503,0.002532,102,"183,242"
"Feb 16, 2016",0.003137,0.003158,0.002733,0.003075,12,"186,969"
"Feb 15, 2016",0.002918,0.003188,0.002904,0.003139,117,"173,901"
"Feb 14, 2016",0.002581,0.003214,0.002581,0.002917,98,"153,831"
"Feb 13, 2016",0.003055,0.00319,0.002571,0.002574,155,"182,075"
"Feb 12, 2016",0.002942,0.003162,0.002788,0.003054,203,"175,361"
"Feb 11, 2016",0.003071,0.003083,0.002938,0.002942,79,"183,055"
"Feb 10, 2016",0.002991,0.00524,0.002924,0.003071,118,"178,250"
"Feb 09, 2016",0.002899,0.003016,0.002832,0.002991,12,"172,802"
"Feb 08, 2016",0.002967,0.002988,0.002858,0.002899,11,"176,842"
"Feb 07, 2016",0.002986,0.003047,0.002851,0.002968,12,"177,981"
"Feb 06, 2016",0.003066,0.003067,0.002927,0.002983,11,"182,750"
"Feb 05, 2016",0.003329,0.003347,0.003085,0.003085,24,"198,412"
"Feb 04, 2016",0.003041,0.003334,0.002905,0.003329,5,"181,241"
"Feb 03, 2016",0.003118,0.003121,0.002862,0.003041,122,"185,807"
"Feb 02, 2016",0.003334,0.003344,0.002688,0.003118,180,"198,682"
"Feb 01, 2016",0.002364,0.003745,0.002063,0.003334,683,"140,870"
"Jan 31, 2016",0.002403,0.002424,0.002127,0.002363,70,"143,207"
