Date,Open,High,Low,Close,Volume,Market Cap
"Sep 22, 2017",0.000018,0.000035,0.000002,0.000035,"9,760","10,649,500"
"Sep 21, 2017",0.00003,0.000036,0.000018,0.000018,"1,790","16,899,700"
"Sep 20, 2017",0.000007,0.000034,0.000007,0.00003,571,"4,123,380"
"Sep 19, 2017",0.00004,0.00004,0.000006,0.000007,"4,796","22,305,400"
"Sep 18, 2017",0.000036,0.00004,0.000005,0.00004,"5,767","19,746,200"
"Sep 17, 2017",0.000026,0.000037,0.000001,0.000036,"1,234","14,384,300"
"Sep 16, 2017",0.000013,0.000036,0.000011,0.000026,713,"7,068,290"
"Sep 15, 2017",0.000003,0.000015,0.000003,0.000013,"4,250","1,483,630"
"Sep 14, 2017",0.000012,0.000013,0.000002,0.000003,"6,109","6,416,360"
"Sep 13, 2017",0.000011,0.000038,0.000011,0.000013,"3,513","5,802,580"
"Sep 12, 2017",0.000042,0.000044,0.000005,0.000009,"5,854","21,246,100"
"Sep 11, 2017",0.000007,0.000042,0.000004,0.000042,994,"3,710,910"
"Sep 10, 2017",0.000035,0.000035,0.000003,0.000007,"3,356","17,471,300"
"Sep 09, 2017",0.000041,0.000042,0.000033,0.000035,492,"20,512,800"
"Sep 08, 2017",0.000044,0.000046,0.000039,0.000041,"4,182","21,771,900"
"Sep 07, 2017",0.000044,0.000044,9.60E-07,0.000044,"2,059","21,790,700"
"Sep 06, 2017",0.000044,0.000048,0.000041,0.000044,180,"20,345,400"
"Sep 05, 2017",0.000039,0.000045,0.000031,0.000044,256,"17,404,500"
"Sep 04, 2017",0.000046,0.000046,0.000036,0.000039,473,"20,432,400"
"Sep 03, 2017",0.000044,0.000046,0.000041,0.000046,"1,944","19,489,800"
"Sep 02, 2017",0.000049,0.000049,0.000004,0.000044,"2,251","21,433,700"
"Sep 01, 2017",0.000034,0.000049,0.000029,0.000049,"2,311","14,917,100"
"Aug 31, 2017",0.000027,0.000046,0.000024,0.000044,"1,372","11,538,900"
"Aug 30, 2017",0.000038,0.000043,0.000025,0.000027,"1,690","16,067,600"
"Aug 29, 2017",0.000005,0.000039,0.000003,0.000038,"1,664","2,155,710"
"Aug 28, 2017",0.000027,0.000028,0.000005,0.000005,"6,975","11,464,500"
"Aug 27, 2017",0.000003,0.000026,0.000002,0.000026,"1,398","1,400,350"
"Aug 26, 2017",0.000017,0.000019,0.000003,0.000004,"3,618","6,874,630"
"Aug 25, 2017",0.000008,0.000017,0.000003,0.000017,"1,926","3,275,940"
"Aug 24, 2017",0.000039,0.000042,0.000008,0.000008,"9,990","15,979,400"
"Aug 23, 2017",0.000001,0.00004,9.70E-07,0.000039,"4,632","524,986"
"Aug 22, 2017",0.000016,0.000021,0.000001,0.000001,620,"6,513,060"
"Aug 21, 2017",0.000005,0.000019,0.000003,0.000016,350,"1,943,970"
"Aug 20, 2017",0.000002,0.000005,0.000001,0.000005,"2,574","680,208"
"Aug 19, 2017",0.000013,0.00002,0.000002,0.000002,"2,696","5,112,170"
