Date,Open,High,Low,Close,Volume,Market Cap
"Sep 22, 2017",0.387179,0.412271,0.360533,0.378677,"481,293","33,550,000"
"Sep 21, 2017",0.448849,0.475672,0.37774,0.392661,"703,057","38,893,800"
"Sep 20, 2017",0.458046,0.505394,0.432672,0.450946,"630,467","39,690,800"
"Sep 19, 2017",0.540252,0.541539,0.449592,0.459481,"939,198","46,814,100"
"Sep 18, 2017",0.515987,0.584639,0.515645,0.533545,"1,165,850","44,711,500"
"Sep 17, 2017",0.53146,0.54053,0.467355,0.518387,"881,043","46,052,300"
"Sep 16, 2017",0.477387,0.567935,0.469134,0.531823,"1,698,700","41,366,700"
"Sep 15, 2017",0.419984,0.502702,0.336066,0.478635,"1,060,780","36,362,000"
"Sep 14, 2017",0.530818,0.540063,0.3989,0.411327,"1,533,530","45,849,300"
"Sep 13, 2017",0.597731,0.639561,0.465303,0.53265,"4,030,240","51,628,800"
"Sep 12, 2017",0.519927,0.625394,0.464408,0.59504,"4,625,130","44,908,500"
"Sep 11, 2017",0.465249,0.513871,0.430033,0.508977,"961,837","40,185,700"
"Sep 10, 2017",0.493345,0.517478,0.41158,0.463783,"1,859,660","42,604,000"
"Sep 09, 2017",0.428337,0.565743,0.399882,0.504144,"3,459,590","36,990,000"
"Sep 08, 2017",0.505502,0.507456,0.401624,0.427508,"1,165,250","43,653,800"
"Sep 07, 2017",0.533298,0.533298,0.477972,0.509709,"1,087,290","46,049,800"
"Sep 06, 2017",0.470466,0.566773,0.461425,0.552078,"1,753,980","40,624,400"
"Sep 05, 2017",0.476211,0.492699,0.41037,0.473198,"1,640,400","41,120,400"
"Sep 04, 2017",0.591138,0.64239,0.41781,0.475381,"2,000,310","51,044,300"
"Sep 03, 2017",0.569637,0.628239,0.530552,0.583229,"1,970,910","49,187,700"
"Sep 02, 2017",0.616373,0.730147,0.563095,0.570606,"5,283,780","53,223,300"
"Sep 01, 2017",0.492768,0.601538,0.47807,0.601538,"811,826","42,550,100"
"Aug 31, 2017",0.469121,0.497515,0.456447,0.492678,"399,253","40,355,200"
"Aug 30, 2017",0.487158,0.500947,0.435292,0.468152,"848,800","41,906,800"
"Aug 29, 2017",0.511542,0.540126,0.469627,0.487903,"698,940","44,004,400"
"Aug 28, 2017",0.494779,0.54162,0.454479,0.50901,"978,731","42,562,400"
"Aug 27, 2017",0.443199,0.560929,0.431097,0.494414,"1,541,880","38,125,300"
"Aug 26, 2017",0.439547,0.471639,0.417765,0.443359,"456,073","37,811,200"
"Aug 25, 2017",0.428645,0.46056,0.421862,0.438704,"450,530","36,873,300"
"Aug 24, 2017",0.460863,0.480242,0.419599,0.439205,"734,835","39,207,000"
"Aug 23, 2017",0.423807,0.497649,0.417003,0.454948,"544,094","36,054,600"
"Aug 22, 2017",0.458467,0.458467,0.384863,0.425696,"453,311","39,003,200"
"Aug 21, 2017",0.472301,0.49625,0.437384,0.462955,"437,439","40,180,100"
"Aug 20, 2017",0.518447,0.528973,0.459007,0.47349,"741,382","44,105,900"
"Aug 19, 2017",0.471413,0.556994,0.421714,0.529905,"934,266","40,104,600"
"Aug 18, 2017",0.590101,0.614615,0.381195,0.479464,"2,918,470","50,201,700"
"Aug 17, 2017",0.616676,0.656722,0.476281,0.590622,"2,313,410","52,347,000"
"Aug 16, 2017",0.650036,0.662331,0.537612,0.596556,"1,390,910","55,178,800"
